offset,length,type,name,text,translation
0x0017884F,64,P,,あ……もしかして千歳さん、カッパを抱いた女の子の事知らないかな？,
0x0017889F,26,P,,………………………………。,
0x001788D2,76,P,聖哉,「あの……千歳さん、この校舎でカッパのぬいぐるみを抱えた女の子見なかった？」,
0x00178956,48,P,水希,「カッパのぬいぐるみ？　それならもしかして……」,
0x0017899F,56,P,聖哉,「えっ？　千歳さん、カッパのぬいぐるみの子知ってるの？」,
0x00178A25,26,P,水希,「うん、それはきっと……」,
0x00178A4F,60,P,,カッパの女の子について、千歳さんが何かを語ろうとしたその時。,
0x00178ADD,24,P,ゆきな,「おまたせ、お姉ちゃん」,
0x00178B0E,18,P,聖哉,「あ……君は！？」,
0x00178B64,14,P,ゆきな,「ふぁ……！」,
0x00178B9A,52,P,,いきなり僕らの目の前に現れる、カッパを抱いた女の子。,
0x00178C11,76,P,,しかし女の子は僕を見つけるなり、サササッっと千歳さんの後ろに隠れてしまった。,
0x00178C95,42,P,水希,「厚木君って、ゆきなと知り合いだったのね」,
0x00178CD8,16,P,聖哉,「ゆきな……？」,
0x00178D20,60,P,水希,「そう。厚木君の言ってる、カッパ抱いてる女の子の名前だよ？」,
0x00178D85,34,P,聖哉,「ゆきな……ちゃん、って言うんだ」,
0x00178DFE,28,P,水希,「厚木君、知らなかったの？」,
0x00178E33,48,P,聖哉,「うん、前にちょっと顔を合わせただけだから……」,
0x00178E7C,80,P,聖哉,「でもお互い知ってるってことは……千歳さんとゆきなちゃんって、友達だったんだ？」,
0x00178F69,26,P,水希,「ゆきなはね、私の妹なの」,
0x00178F9C,12,P,聖哉,「……え？」,
0x00178FEA,28,P,ゆきな,「………………………………」,
0x00179016,74,P,,千歳さんの制服の後ろで結ばれたリボンにぎゅっとしがみつく、ゆきなちゃん……,
0x00179070,80,P,,時折ちらちらと視線を向けて、千歳さんの髪の毛の隙間からこちらの様子を伺っている。,
0x001790FA,28,P,水希,「あっ……ご、ごめんなさい」,
0x00179150,60,P,水希,「ゆきなって人見知りが激しくて、慣れるまではいつもこうなの」,
0x001791A5,18,P,聖哉,「人見知り……？」,
0x001791F1,60,P,聖哉,「ゆきなちゃんって、知らない人見るとすぐ逃げ出したりする？」,
0x00179265,28,P,水希,「うん、ゆきなはいつもそう」,
0x001792DA,58,P,水希,「初めての人に話し掛けられると、恥ずかしくて逃げちゃうの」,
0x0017934E,26,P,聖哉,「なんだ、そうだったんだ」,
0x00179381,68,P,聖哉,「いつもずっと避けられてたから、てっきり嫌われてるのかと思った……」,
0x0017941E,36,P,水希,「ふふふっ、そんな事はないと思うわ」,
0x0017945B,14,P,聖哉,「そっかな？」,
0x001794A1,48,P,水希,「だって私が一緒だと……ほら、逃げないでしょ？」,
0x001794EA,18,P,聖哉,「そういえば……」,
0x0017952F,68,P,,千歳さんの背中に隠れてはいるけど……確かに今日は逃げだそうとしない。,
0x001795AB,36,P,水希,「でも、どうして厚木君がゆきなを？」,
0x001795E8,22,P,聖哉,「うん、それがね……」,
0x0017961E,84,P,,僕は逃げ出すゆきなちゃんを探して温室まで追いかけて行ったあの一件を、千歳さんに話す。,
0x0017968B,60,P,聖哉,「何度声を掛けてもゆきなちゃんが逃げちゃうから、それで……」,
0x001796FF,28,P,水希,「………………………………」,
0x0017972B,12,P,,ところが……,
0x00179775,56,P,水希,「名前も知らない女の子を追いかけ回すなんて、厚木君……」,
0x001797E9,18,P,聖哉,「……えぇっ！？」,
0x0017981B,67,P,,ま、まずいな。千歳さん、僕の話を変な風に誤解し~ちゃってるみたいだ。,
0x00179877,58,P,聖哉,「そ、その、ゆきなちゃんを追いかけたのにはワケがあって！」,
0x001798E7,26,P,水希,「ワケって、なんですか？」,
0x0017991A,104,P,聖哉,「あ、あのね、ゆきなちゃんが僕を見ていきなりカッパだなんて言うから、どうしてもその理由が知りたくて……」,
0x001799D6,14,P,水希,「えっ……？」,
0x001799FD,80,P,聖哉,「でも何度理由を尋ねようとしても、ゆきなちゃんが僕を避けるから、それでつい……」,
0x00179A8D,55,P,水希,「そうだったんだ。ゆきなが厚木君の事、カッパっ~て……」,
0x00179B00,38,P,水希,「ごめんなさい、そうとも知らずに……」,
0x00179B3F,93,P,聖哉,「い、いや、千歳さんのせいじゃないよ。あの説明~じゃ、そう思われても仕方なかったと思うし……」,
0x00179BAC,66,P,,ふう。なんとかクラスメイトの千歳さんに、変な勘違いされずに済んだ。,
0x00179C30,64,P,水希,「でもめずらしいな。ゆきなが他の人に、そういう事言うなんて……」,
0x00179C89,14,P,聖哉,「えっ……？」,
0x00179CCF,52,P,水希,「私も子供の頃、ゆきなからカッパだって言われてたの」,
0x00179D1C,24,P,聖哉,「へぇ、千歳さんも……」,
0x00179D4D,34,P,聖哉,「でもどうして、カッパなのかな？」,
0x00179DA7,44,P,水希,「それは……ゆきな、私にも教えてくれないの」,
0x00179DEC,34,P,聖哉,「なんだ、千歳さんも知らないんだ」,
0x00179E65,24,P,ゆきな,「…………………………」,
0x00179E8D,86,P,,さっきから千歳さんの背中に隠れたゆきなちゃんが、チラッ、チラッっと僕の方を伺っている。,
0x00179EF3,46,P,,何か言いたそうな、そんな表情にも見えるけど……,
0x00179F59,28,P,水希,「あ……もう、こんな時間！」,
0x00179F8E,26,P,聖哉,「どうしたの、千歳さん？」,
0x00179FFD,50,P,水希,「ごめんなさい、私、これから生徒会の仕事があるの」,
0x0017A048,22,P,聖哉,「……あ、そうなんだ」,
0x0017A081,68,P,,そういえば千歳さん、前に生徒会室で仕事してたっけ。その続きかな……？,
0x0017A0D7,58,P,,今日もこれから生徒会の仕事なんだ、千歳さんも大変だなぁ……,
0x0017A157,20,P,水希,「じゃあね、ゆきな」,
0x0017A1AB,24,P,ゆきな,「ばいばい、お姉ちゃん」,
0x0017A1FF,74,P,水希,「それじゃ日曜日の午後３時に、中央公園のベンチの前でね。忘れちゃダメだよ」,
0x0017A285,12,P,ゆきな,「うん……」,
0x0017A2EE,70,P,,千歳さんはゆきなちゃんと何かの約束すると、廊下を走って行ってしまった。,
0x0017A34D,28,P,聖哉,「………………………………」,
0x0017A379,58,P,,それにしてもゆきなちゃんが、あの千歳さんの妹だったなんて。,
0x0017A3C3,48,P,,性格も容姿も全然似てないし、全く気付かなかった。,
0x0017A403,68,P,,廊下を走り去る千歳さんの後ろ姿を見ながら、そんな事を考えていると……,
0x0017A457,16,P,,くいっ、くいっ。,
0x0017A48D,48,P,,いきなりズボンをくいっくいっ、っと引っ張られる。,
0x0017A4D6,12,P,聖哉,「ん……？」,
0x0017A4F2,16,P,,くいっ、くいっ。,
0x0017A57C,102,P,,何かと思ったら、いつの間にか横にちょこんと立つゆきなちゃんが、僕のズボンの裾をくいくい引っ張っている。,
0x0017A5FB,38,P,聖哉,「……ど、どうしたの、ゆきなちゃん？」,
0x0017A665,28,P,ゆきな,「………………………………」,
0x0017A6C1,12,P,ゆきな,「あの……」,
0x0017A70B,12,P,ゆきな,「あの……」,
0x0017A757,20,P,ゆきな,「ごめんなさい……」,
0x0017A7D2,22,P,ゆきな,「ん……………………」,
0x0017A828,38,P,ゆきな,「いつも逃げちゃって……ごめんなさい」,
0x0017A85E,84,P,,出逢うなりいつも逃げてしまうゆきなちゃんが、今日は自分の方から話しかけてきてくれる。,
0x0017A8C2,87,P,,ごめんなさいと言って、ペコリと頭を下げるゆきな~ちゃん。その指はぶるぶると震えていた……,
0x0017A932,28,P,聖哉,「………………………………」,
0x0017A95E,101,P,,きっとたったこれだけの事でも、人見知りのゆきな~ちゃんにとっては、すごく勇気がいることなんだろうな……,
0x0017A9DC,46,P,聖哉,「そのことなら、別に謝らなくったっていいって」,
0x0017AA48,28,P,ゆきな,「………………………………」,
0x0017AA86,40,P,聖哉,「僕の方こそ、追いかけたりしてごめんね」,
0x0017AAC7,48,P,聖哉,「あんな事されて、ゆきなちゃん怖かったよね……」,
0x0017AB07,60,P,,僕はゆきなちゃんを怖がらせてしまったことを、素直に謝罪する。,
0x0017AB9B,14,P,ゆきな,「ううん……」,
0x0017ABB9,38,P,,ぷるぷると、首を横に振るゆきなちゃん。,
0x0017ABF8,42,P,聖哉,「えっ、僕のこと怖かったんじゃないんだ？」,
0x0017AC3B,50,P,聖哉,「じゃあどうして、あんな風に逃げたりしたの……？」,
0x0017ACB1,28,P,ゆきな,「………………………………」,
0x0017ACDD,61,P,,しかしその理由を尋ねると、また黙りこんでしまう~ゆきなちゃん。,
0x0017AD2A,86,P,,ようやく話を聞いて貰うことができたのに、またここで逃げられたら今までの苦労が水の泡だ。,
0x0017AD90,64,P,,ここはとりあえず、ゆきなちゃんが話しやすい話題にチェンジして……,
0x0017ADDB,24,SR,,家族のことについて尋ねる,
0x0017AE04,28,SR,,カッパのにおいについて尋ねる,
0x0017AE76,48,P,聖哉,「ゆきなちゃんって、お姉ちゃんと２人姉妹なの？」,
0x0017AEE2,12,P,ゆきな,「うん……」,
0x0017AF07,64,P,聖哉,「いいなぁ。僕なんてひとりっ子だから、姉妹いるのうらやましいよ」,
0x0017AF85,34,P,ゆきな,「うん。ゆきな、お姉ちゃん大好き」,
0x0017AFB7,78,P,,千歳さんの話になると、ニコッと微笑むゆきなちゃん。なかなか良い話題だったかな？,
0x0017B01E,78,P,聖哉,「じゃあゆきなちゃんはパパとママとお姉ちゃんと、ゆきなちゃんの４人家族なんだ」,
0x0017B0BA,14,P,ゆきな,「えっ……？」,
0x0017B106,28,P,ゆきな,「………………………………」,
0x0017B162,34,P,聖哉,「あっ、ゆ、ゆきなちゃん……！？」,
0x0017B258,34,P,,ぴゅーーーーーーーーーーーーーん。,
0x0017B29C,62,P,,せっかくいい感じだったのに、いきなり逃げてしまうゆきなちゃん。,
0x0017B2EA,34,P,,なんかまずいこと言ったかなぁ……？,
0x0017B33D,40,P,聖哉,「あの……ひとつだけ、聞いていいかな？」,
0x0017B3A1,28,P,ゆきな,「………………………………」,
0x0017B3DE,14,P,ゆきな,「……なに？」,
0x0017B405,46,P,聖哉,「カッパさんのにおいって、どんなにおいなの？」,
0x0017B46F,28,P,ゆきな,「………………………………」,
0x0017B4A4,78,P,聖哉,「カッパって言うと水の中に棲んでいるし、なんだか生臭そうなイメージだけど……」,
0x0017B50B,40,P,聖哉,「僕って、生臭そうな感じなのかな……？」,
0x0017B571,28,P,ゆきな,「………………………………」,
0x0017B5D1,14,P,ゆきな,「ううん……」,
0x0017B600,30,P,ゆきな,「カッパさんのにおいはね……」,
0x0017B637,12,P,聖哉,「うん……」,
0x0017B681,32,P,ゆきな,「とっても、いいにおいなんだよ」,
0x0017B6E3,36,P,ゆきな,「だからゆきな、カッパさん、大好き」,
0x0017B717,95,P,,そう言って、ニコッと微笑むゆきなちゃん。ゆきな~ちゃんがこんな表情を見せてくれたのは初めてだ……,
0x0017B78F,50,P,聖哉,「そっか、じゃあ今度もっとカッパの話、聞かせてよ」,
0x0017B7FF,12,P,ゆきな,「うん……」,
0x0017B858,70,P,,それから僕はゆきなちゃんと廊下で暫く話をした後、第四校舎を後にした……,
0x0017B8B7,38,P,,（ゆきなちゃん、今日は逃げなかったな）,
0x0017B8ED,72,P,,これもみんな、千歳さんが一緒にいてくれたおかげ。千歳さんに感謝しなきゃ。,
0x0017BA1E,28,P,聖哉,「………………………………」,
0x0017BA4A,72,P,,でも……今日はゆきなちゃんが逃げ出さずに話をしてくれて、ホント良かった。,
0x0017BAA2,82,P,,僕がカッパと呼ばれる理由はまだ分からないけど……でも、これで一歩前進って感じだな。,
0x0017BB04,62,P,,でも驚いたな……あの千歳さんとゆきなちゃんが姉妹だったなんて。,
0x0017BB52,76,P,,まあ、姉妹だからって似てるとは限らないし、分からない方が普通なんだろうけど。,
0x0017BBAE,26,P,,………………………………。,
0x0017BBD8,82,P,,それにしてもカッパの話をしてくれていたときの、ゆきなちゃんのあの嬉しそうな笑顔……,
0x0017BC3A,62,P,,ゆきなちゃんって本当にカッパの事、大好きで仕方ないんだろうな。,
0x0017BC91,28,P,聖哉,「………………………………」,
0x0017BCBD,48,P,,ベッドに寝そべったままそんな事を考えていると……,
0x0017BD16,42,P,,いきなり携帯の着信音が、部屋に鳴り響いた。,
0x0017BD59,34,P,聖哉,「ん？　誰だろ、こんな時間に……」,
0x0017BDC7,88,P,,ベッドから起きあがって机の上の携帯を手に取ると、通話ボタンを押して耳元に受話器を当てる。,
0x0017BE38,30,P,聖哉,「もしもし、厚木ですけど……」,
0x0017BE79,28,P,,『はいはーい、ママですよ～』,
0x0017BECA,46,P,聖哉,「あっ……母さん。どうしたの、こんな時間に？」,
0x0017BF13,46,P,聖哉,「また母さんか……どうしたの、こんな時間に？」,
0x0017BF66,46,P,,『うん。聖哉、元気にやってるかなーって思って』,
0x0017BFAD,14,P,聖哉,「なんだ……」,
0x0017BFDE,60,P,,『なんだはないでしょ、なんだは。せっかく心配してるのに……』,
0x0017C033,44,P,聖哉,「心配なんかしなくたって、いつも元気だって」,
0x0017C082,20,P,,『そう、よかったぁ』,
0x0017C0AF,24,P,聖哉,「それで、今日はなに？」,
0x0017C0EA,12,P,,『……別に』,
0x0017C10F,44,P,聖哉,「別にって……もしかして、用事はそれだけ？」,
0x0017C15E,8,P,,『うん』,
0x0017C17F,72,P,聖哉,「もう子供じゃないんだから、そんなことで、いちいち電話してこないでよ！」,
0x0017C1EA,68,P,,『いいじゃない、ママが遠く離れた息子の身体のこと、心配したって……』,
0x0017C247,44,P,聖哉,「遠く離れたって……電車で１時間じゃないか」,
0x0017C283,51,P,,はぁ、いつまでも子離れができない母親なんだか~ら……,
0x0017C2C6,80,P,,僕が全寮制の聖峰学院に入学した理由のひとつは、両親と離れて暮らしたかったからだ。,
0x0017C326,98,P,,母さんの事、嫌いじゃないけど……もう子供じゃないんだから、こんな風にベタベタされるのはさすがにね。,
0x0017C3A1,56,P,聖哉,「用事ないんだったらもう切るよ、僕だって忙しいんだから」,
0x0017C3FC,46,P,,『えーっ、もっと聖哉ちゃんとお話したいのにー』,
0x0017C443,46,P,聖哉,「そんな事言われても、別に話すことないし……」,
0x0017C481,92,P,,僕が子供の頃から、母さんはずっとこうだ。学校から帰ると、何よりも先に僕のところへ飛んできて。,
0x0017C4ED,105,P,,今日は学校で何があったの？　とか、給食は美味し~かった？　とか……そういう些細な話を楽しそうにしてたっけ。,
0x0017C566,62,P,,学校から貰ってきたものとか、僕よりも楽しそうに見たりしてさ……,
0x0017C5CD,14,P,聖哉,「あ……！？」,
0x0017C5EB,60,P,,そういえば、学校で貰ったといえば……あれ、まだあるかな……？,
0x0017C640,44,P,聖哉,「母さん、ちょっとお願いがあるんだけど……」,
0x0017C68F,24,P,,『なーに、聖哉ちゃん？』,
0x0017C6C0,69,P,聖哉,「ほら、あれ、覚えてるでしょ？　子供の頃学校で~貰ったカッパのバッジ」,
0x0017C728,34,P,,『県民の日に貰える、あれのこと？』,
0x0017C763,44,P,聖哉,「そうそう、それをこっちに送って欲しいんだ」,
0x0017C7B2,36,P,,『んー別にいいけど……何に使うの？』,
0x0017C7EF,73,P,聖哉,「何に使ったって僕の勝手でしょ、母さんは黙って~送ってくれればいいのっ！」,
0x0017C85B,32,P,,『冷たいのねぇ、聖哉ちゃん……』,
0x0017C89E,44,P,,『うーん、あんなのまだ残ってたかしら……？』,
0x0017C8E3,68,P,聖哉,「たしか子供の頃使ってた、おもちゃ箱の中に入れっぱなしだと思うんだ」,
0x0017C940,48,P,聖哉,「ごめん母さん、ちょっと探してみてもらえない？」,
0x0017C993,26,P,,『はいはい、わかりました』,
0x0017C9C6,14,P,聖哉,「絶対だよ？」,
0x0017C9F7,50,P,,『可愛い聖哉ちゃんのためだもの、ママに任せといて』,
0x0017CA42,42,P,聖哉,「うん……じゃあ、そろそろ切るよ、母さん」,
0x0017CA8F,36,P,,『はい、聖哉も身体に気をつけてね？』,
0x0017CAD0,60,P,,もう母さんってば。いつまで経っても僕のこと、子供扱いして……,
0x0017CB1C,44,P,,せめていい加減、ちゃん付けはやめて欲しいよ。,
0x0017CB72,12,P,聖哉,「ふぅ……」,
0x0017CB8E,99,P,,でも子供の頃県民の日に学校で貰った、カッパのバッジ。確か結構、可愛いらしいデザインだったよう~な……,
0x0017CC01,50,P,,あれをプレゼントしたら、きっとゆきなちゃん喜ぶぞ。,
0x0017CCC2,38,P,,今日も放課後、第四校舎へとやってくる。,
0x0017CD28,28,P,,ゆきなちゃん、いるかな……？,
0x0017CD5D,28,P,聖哉,「………………………………」,
0x0017CD89,18,P,,……あ、いたいた。,
0x0017CDE9,12,P,ゆきな,「あっ……」,
0x0017CE0E,28,P,聖哉,「こんにちは、ゆきなちゃん」,
0x0017CE6E,12,P,ゆきな,「あの……」,
0x0017CEC2,26,P,ゆきな,「こんにちは、お兄ちゃん」,
0x0017CEEC,91,P,,以前は僕の顔を見つけるなり逃げ出していたゆきな~ちゃんだけど、もうさすがにその素振りはない。,
0x0017CF60,62,P,聖哉,「あのさ、ゆきなちゃんって、カッパ関係ならなんでもＯＫかな？」,
0x0017CFDC,14,P,ゆきな,「えっ……？」,
0x0017D02E,16,P,ゆきな,「んっとね……」,
0x0017D080,46,P,ゆきな,「うん。ゆきな、カッパさんならなんでも大好き」,
0x0017D0C7,20,P,聖哉,「そっか、よかった」,
0x0017D0EB,56,P,,この様子なら、きっとカッパのバッジも喜んでくれるだろう。,
0x0017D169,24,P,ゆきな,「でも、どうして……？」,
0x0017D19A,24,P,聖哉,「ううん、なんでもない」,
0x0017D1C2,75,P,,前情報無しにいきなり見せて驚かせたいし……今は~バッジの事は、隠しておこう。,
0x0017D295,14,P,,トン、トン……,
0x0017D2DF,14,P,聖哉,「んんっ……」,
0x0017D2FD,53,P,,ベッドで寝ていると、ドアをノックする音が聞こえ~る……,
0x0017D342,58,P,,今日は休日だってのに……こんな朝早くから、いったい誰だろ？,
0x0017D3A9,68,P,,僕は嫌々ベッドから身体を起こし、寝ぼけ眼を擦りながら入り口へと歩く。,
0x0017D42D,32,P,,ドアを開けて、廊下へと出ると……,
0x0017D466,20,P,聖哉,「あ、寮長さん……」,
0x0017D4A2,30,P,寮長,「おやおや、まだ寝てたのか？」,
0x0017D4DF,60,P,寮長,「学校があるときは、あんなに早起きなのになぁ、お前さんは？」,
0x0017D534,22,P,聖哉,「す、すみません……」,
0x0017D569,59,P,寮長,「まぁ聖峰は成績さえ守っとれば、何も言わん学校~じゃし……」,
0x0017D5C3,76,P,寮長,「生徒の生活をあまり縛らぬよう理事長に念を押されとるから、多くは言わんがね」,
0x0017D62E,62,P,寮長,「しかしワシが子供の頃は、寮と言えば社会勉強の場としてな……」,
0x0017D67C,82,P,,いつもは物静かなおじさんなんだけど、こうやって捕まると長いんだよな……寮長さんは。,
0x0017D6E7,38,P,聖哉,「……それで寮長、僕に何の用ですか？」,
0x0017D72C,71,P,寮長,「あ……そうそう。厚木に小包が届いとったから、~持ってきてやったんじゃ」,
0x0017D78C,20,P,聖哉,「あ……すみません」,
0x0017D7B0,46,P,,僕は寮長さんから、段ボールの小包を受け取った。,
0x0017D7FD,53,P,寮長,「朝起きれんなら、ワシが毎朝起こしに来てやろう~か？」,
0x0017D84B,68,P,聖哉,「ぼ、僕は大丈夫ですから……そうだ、代わりに清貴の奴をお願いします」,
0x0017D8AE,58,P,寮長,「鶴馬をか？　……それはワシでもちと、荷が重すぎるかのぉ」,
0x0017D901,26,P,聖哉,「寮長でも……ダメですか」,
0x0017D93A,58,P,寮長,「それじゃ、ワシはこれで。二度寝するんじゃーないぞ、厚木」,
0x0017D9A1,55,P,,小包を僕に手渡すと、寮長さんは寮長室へと戻って~いった。,
0x0017DA0A,28,P,聖哉,「………………………………」,
0x0017DA36,60,P,,それにしても、寮長さんですらサジを投げる、清貴の寝坊って……,
0x0017DAB2,12,P,,……バタン。,
0x0017DACE,72,P,,部屋へ戻ると、寮長さんから受け取った小包の宛名を確認する。送り主はと……,
0x0017DB26,16,P,,厚木……祐子……,
0x0017DB46,32,P,,……なんだ、母さんからの荷物か。,
0x0017DB89,50,P,,でも昨日の夜電話したばかりなのに、もう届くなんて。,
0x0017DBCB,84,P,,荷物の消印を見ると、昨日の日付になっている。母さん、あれからすぐ送ってくれたのか……,
0x0017DC31,80,P,,送り主が母さんだと分かると、さっそくはさみでチョキチョキと段ボールの解体に入る。,
0x0017DC91,70,P,,箱を開けて中身を見ると……そこには米に、調理缶詰に、カップラーメン……,
0x0017DCF0,50,P,聖哉,「もう、母さんってば、また、こんなのばっかり……」,
0x0017DD3B,66,P,聖哉,「寮には食堂があるんだから、食べるものは送ってこなくてもいいのに」,
0x0017DD96,66,P,聖哉,「げっ、パンツまで入ってるよ！？　しかも微妙な柄のトランクス……」,
0x0017DDFD,56,P,,中身を確認するため、ひとつひとつ段ボールから出していく。,
0x0017DE45,68,P,,段ボールの荷物のほとんどは、母さんからの生活補給物資で埋まっていた。,
0x0017DE99,82,P,,一人息子が下宿して心配なのも分かるけど。寮生活なんだし、餓死なんかしないっての……,
0x0017DF04,14,P,聖哉,「あっ……！」,
0x0017DF22,74,P,,段ボールの底が見えてきた時、ようやくお目当てのものを発見することができた。,
0x0017DF7C,108,P,,これこれ……県民の日に学校で貰える、カッパのバッジ。母さん、ちゃんと見つけて入れておいてくれたんだ……感謝。,
0x0017DFF8,88,P,,僕は段ボールの奥に転がるバッジを取り出すと、子供の頃を懐かしむようにマジマジと見つめた。,
0x0017E0C2,26,P,,………………………………。,
0x0017E0EC,18,P,,……………………。,
0x0017E142,44,P,,このカッパって……こんな可愛くなかったっけ？,
0x0017E1E8,28,P,聖哉,「………………………………」,
0x0017E214,56,P,,おかしいなぁ、もっと可愛らしいデザインだと思ったのに……,
0x0017E25C,84,P,,これ貰ったのって、まだ小さな頃だったから……記憶の中で、随分美化されていたみたいだ。,
0x0017E2C9,28,P,聖哉,「しかし、まいったなぁ……」,
0x0017E2F5,66,P,,こんなカッパで……果たしてゆきなちゃん、喜んでくれるだろうか……？,
0x0017E3BE,56,P,,午後になって、僕はゆきなちゃんに逢いに行くため寮を出た。,
0x0017E406,44,P,,ポケットには、例のカッパバッジを忍ばせて……,
0x0017E463,76,P,,全寮制の聖峰学院。そこへ通う女子の殆どは、『聖華寮』という寮に下宿している。,
0x0017E4BF,66,P,,ゆきなちゃんもご多分に漏れず、その『聖華寮』で暮らしているはずだ。,
0x0017E511,125,P,,聖華寮は中央公園の広場を挟んで、男子寮とちょうど反対側……天門沼に向かう道を真っ直ぐ歩いて、~１０分程で辿り着くことができる。,
0x0017E5BF,78,P,,ゆきなちゃんに逢うため、聖峰学院の女子生徒が下宿する聖華寮の前までやってきた。,
0x0017E626,56,P,聖哉,「さて。なんとかして、ゆきなちゃんを呼び出さないと……」,
0x0017E66E,72,P,,女子寮内は、もちろん男子禁制。勝手に建物に入ったりしたら、良くて停学だ。,
0x0017E6C6,54,P,,でも、大丈夫。ゆきなちゃんを呼び出す方法は考えてある。,
0x0017E70C,70,P,,女子寮にも男子寮と同じように、寮を管理する寮長さんがいるはずだから……,
0x0017E762,74,P,,寮長さんに事情を話して、部屋からゆきなちゃんを呼んできて貰えば一件落着だ。,
0x0017E7E7,58,P,,僕はゆきなちゃんを呼び出してもらうため、玄関の受付に行く。,
0x0017E831,12,P,,ところが……,
0x0017E856,24,P,聖哉,「あれ……誰もいない？」,
0x0017E87E,65,P,,おかしいなぁ。休日とはいえ、さすがに誰かいると~思ったんだけど……,
0x0017E8CF,74,P,,だけど、困ったな。これじゃ、ゆきなちゃんを呼び出してもらう事ができないぞ。,
0x0017E94A,74,P,,再び寮の前まで戻り、どうやってゆきなちゃんを部屋から呼び出すか妙案を探す。,
0x0017E9A4,72,P,,ゆきなちゃんの部屋の番号は知らないし、携帯やメールアドレスも分からない。,
0x0017E9FC,72,P,,困った……このままでは、ゆきなちゃんにアクセスする手段がひとつもないぞ。,
0x0017EA6E,46,P,,僕はうろうろと、女子寮の前を行ったり来たり……,
0x0017EAAC,72,P,,時々玄関の向こう側を覗いたりしながら、何かいい方法がないかどうか考えた。,
0x0017EB04,26,P,,………………………………。,
0x0017EB2E,22,P,,…………………………。,
0x0017EB54,18,P,,……………………。,
0x0017EB76,54,P,,……ところがいくら考えても、いいアイデアが浮かばない。,
0x0017EBC5,18,P,聖哉,「うーん…………」,
0x0017EBE7,82,P,,これ以上女子寮の前で意味もなくうろうろしてたら、変な奴だと勘違いされちゃうかも……,
0x0017EC49,82,P,,ゆきなちゃんにバッジを渡せないのは残念だけど……今日は諦めて、月曜日にしようかな。,
0x0017ECAB,48,P,,……そう思って、女子寮を後にしようとしたその時。,
0x0017ECFA,16,P,水希,「厚木……君？」,
0x0017ED54,36,P,水希,「どうしたの、こんなところで……？」,
0x0017ED9B,24,P,聖哉,「……ち、千歳さん！？」,
0x0017EDEB,28,P,水希,「………………………………」,
0x0017EE17,52,P,,怪訝そうな視線でこちらをジーッと見つめる、千歳さん。,
0x0017EE5B,48,P,,ううっ。やっぱり、何かを誤解されているような……,
0x0017EE9B,70,P,,その冷たい視線に晒され、今すぐこの場を逃げ出したい衝動に駆られるが……,
0x0017EEF1,62,P,,でもそんなコトしてしまったら、まさに僕の行動は疑惑の総合商社。,
0x0017EF3F,68,P,,ここはちゃんと事情を説明して、千歳さんの誤解をなんとか解かないと……,
0x0017EF9C,16,P,聖哉,「あ、あの……」,
0x0017EFC5,55,P,聖哉,「じ、実は……ゆきなちゃんに渡したいものがあっ~て……」,
0x0017F03E,22,P,水希,「渡したいもの……？」,
0x0017F06D,34,P,聖哉,「うん、このバッジなんだけど……」,
0x0017F09F,62,P,,僕はカッパのバッジをポケットから取り出すと、千歳さんに見せた。,
0x0017F125,24,P,水希,「カッパのバッジだ……」,
0x0017F156,88,P,聖哉,「ほら。ゆきなちゃん、カッパが好きだって言ってたから……こういうの、喜ぶかなって思って」,
0x0017F1C7,82,P,聖哉,「これを渡したくてゆきなちゃんに逢いに来たんだけど、受付に誰もいなかったから……」,
0x0017F251,58,P,水希,「そっか。それで厚木君、こんなところでうろうろしてたんだ」,
0x0017F2A4,16,P,聖哉,「う、うん……」,
0x0017F2F6,50,P,水希,「でも、厚木君がゆきなにプレゼントか……ふふふっ」,
0x0017F36C,12,P,水希,「わかった」,
0x0017F3B4,42,P,水希,「じゃあね、私がゆきなを呼んできてあげる」,
0x0017F3F7,26,P,聖哉,「……えっ、千歳さんが？」,
0x0017F449,22,P,水希,「うん、まかせといて」,
0x0017F494,80,P,,そう言って小さく手を振ると、千歳さんは正面の玄関から寮の建物内へと入っていった。,
0x0017F4F4,121,P,,でも、千歳さんに誤解されずに済んでホント良かったよ。確かにさっきの僕を端から見てたら、どう考え~たって怪しい奴だったし……,
0x0017F57D,94,P,,それにしても、不幸中の幸いだったな。見つかった相手が千歳さんだったから、理由を説明できたけど。,
0x0017F5EB,42,P,,他の女子だったら、どうなっていたことか……,
0x0017F640,26,P,,………………………………。,
0x0017F66A,22,P,,…………………………。,
0x0017F690,18,P,,……………………。,
0x0017F6B2,53,P,,それから１０分ほど、聖華寮の入り口で待っている~と……,
0x0017F729,22,P,ゆきな,「あ、お兄ちゃん……」,
0x0017F74F,54,P,,女子寮の玄関から、パタパタとゆきなちゃんが走ってきた。,
0x0017F79E,28,P,聖哉,「こんにちは、ゆきなちゃん」,
0x0017F83A,18,P,ゆきな,「こんにちは……」,
0x0017F890,28,P,ゆきな,「………………………………」,
0x0017F8BC,88,P,,まだ僕と話すことに慣れていないせいか、恥ずかしそうに頬を染め、俯いてしまうゆきなちゃん。,
0x0017F924,50,P,,うーん、こういうとき何から話したらいいんだろ……？,
0x0017F961,20,SR,,天門沼へ誘ってみよう,
0x0017F986,22,SR,,カッパのバッジを渡そう,
0x0017F9F9,46,P,,そうだ、ここからだと天門沼は目と鼻の先だっけ。,
